filepath,speaker_id,sentence_id,dialect_id
datasets\TIMIT\TRAIN\DR2\MRJM0\SI1095.WAV,mrjm0,si1095,dr2
datasets\TIMIT\TRAIN\DR2\MRJM0\SI1228.WAV,mrjm0,si1228,dr2
datasets\TIMIT\TRAIN\DR2\MRJM0\SI1858.WAV,mrjm0,si1858,dr2
datasets\TIMIT\TRAIN\DR2\MRJM0\SX148.WAV,mrjm0,sx148,dr2
datasets\TIMIT\TRAIN\DR2\MRJM0\SX238.WAV,mrjm0,sx238,dr2
datasets\TIMIT\TRAIN\DR2\MRJM0\SX328.WAV,mrjm0,sx328,dr2
datasets\TIMIT\TRAIN\DR2\MRJM0\SX418.WAV,mrjm0,sx418,dr2
datasets\TIMIT\TRAIN\DR2\MRJM0\SX58.WAV,mrjm0,sx58,dr2
datasets\TIMIT\TRAIN\DR2\MRJM1\SA1.WAV,mrjm1,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MRJM1\SA2.WAV,mrjm1,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MRJM1\SI1298.WAV,mrjm1,si1298,dr2
datasets\TIMIT\TRAIN\DR2\MRJM1\SI1928.WAV,mrjm1,si1928,dr2
datasets\TIMIT\TRAIN\DR2\MRJM1\SI668.WAV,mrjm1,si668,dr2
datasets\TIMIT\TRAIN\DR2\MRJM1\SX128.WAV,mrjm1,sx128,dr2
datasets\TIMIT\TRAIN\DR2\MRJM1\SX218.WAV,mrjm1,sx218,dr2
datasets\TIMIT\TRAIN\DR2\MRJM1\SX308.WAV,mrjm1,sx308,dr2
datasets\TIMIT\TRAIN\DR2\MRJM1\SX38.WAV,mrjm1,sx38,dr2
datasets\TIMIT\TRAIN\DR2\MRJM1\SX398.WAV,mrjm1,sx398,dr2
datasets\TIMIT\TRAIN\DR2\MRJT0\SA1.WAV,mrjt0,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MRJT0\SA2.WAV,mrjt0,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MRJT0\SI1498.WAV,mrjt0,si1498,dr2
datasets\TIMIT\TRAIN\DR2\MRJT0\SI1805.WAV,mrjt0,si1805,dr2
datasets\TIMIT\TRAIN\DR2\MRJT0\SI868.WAV,mrjt0,si868,dr2
datasets\TIMIT\TRAIN\DR2\MRJT0\SX148.WAV,mrjt0,sx148,dr2
datasets\TIMIT\TRAIN\DR2\MRJT0\SX238.WAV,mrjt0,sx238,dr2
datasets\TIMIT\TRAIN\DR2\MRJT0\SX328.WAV,mrjt0,sx328,dr2
datasets\TIMIT\TRAIN\DR2\MRJT0\SX418.WAV,mrjt0,sx418,dr2
datasets\TIMIT\TRAIN\DR2\MRJT0\SX58.WAV,mrjt0,sx58,dr2
datasets\TIMIT\TRAIN\DR2\MRLJ0\SA1.WAV,mrlj0,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MRLJ0\SA2.WAV,mrlj0,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MRLJ0\SI1420.WAV,mrlj0,si1420,dr2
datasets\TIMIT\TRAIN\DR2\MRLJ0\SI2050.WAV,mrlj0,si2050,dr2
datasets\TIMIT\TRAIN\DR2\MRLJ0\SI790.WAV,mrlj0,si790,dr2
datasets\TIMIT\TRAIN\DR2\MRLJ0\SX160.WAV,mrlj0,sx160,dr2
datasets\TIMIT\TRAIN\DR2\MRLJ0\SX250.WAV,mrlj0,sx250,dr2
datasets\TIMIT\TRAIN\DR2\MRLJ0\SX340.WAV,mrlj0,sx340,dr2
datasets\TIMIT\TRAIN\DR2\MRLJ0\SX430.WAV,mrlj0,sx430,dr2
datasets\TIMIT\TRAIN\DR2\MRLJ0\SX70.WAV,mrlj0,sx70,dr2
datasets\TIMIT\TRAIN\DR2\MRLR0\SA1.WAV,mrlr0,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MRLR0\SA2.WAV,mrlr0,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MRLR0\SI1196.WAV,mrlr0,si1196,dr2
datasets\TIMIT\TRAIN\DR2\MRLR0\SI1826.WAV,mrlr0,si1826,dr2
datasets\TIMIT\TRAIN\DR2\MRLR0\SI566.WAV,mrlr0,si566,dr2
datasets\TIMIT\TRAIN\DR2\MRLR0\SX116.WAV,mrlr0,sx116,dr2
datasets\TIMIT\TRAIN\DR2\MRLR0\SX206.WAV,mrlr0,sx206,dr2
datasets\TIMIT\TRAIN\DR2\MRLR0\SX26.WAV,mrlr0,sx26,dr2
datasets\TIMIT\TRAIN\DR2\MRLR0\SX296.WAV,mrlr0,sx296,dr2
datasets\TIMIT\TRAIN\DR2\MRLR0\SX386.WAV,mrlr0,sx386,dr2
datasets\TIMIT\TRAIN\DR2\MRMS0\SA1.WAV,mrms0,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MRMS0\SA2.WAV,mrms0,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MRMS0\SI1113.WAV,mrms0,si1113,dr2
datasets\TIMIT\TRAIN\DR2\MRMS0\SI2057.WAV,mrms0,si2057,dr2
datasets\TIMIT\TRAIN\DR2\MRMS0\SI2100.WAV,mrms0,si2100,dr2
datasets\TIMIT\TRAIN\DR2\MRMS0\SX120.WAV,mrms0,sx120,dr2
datasets\TIMIT\TRAIN\DR2\MRMS0\SX210.WAV,mrms0,sx210,dr2
datasets\TIMIT\TRAIN\DR2\MRMS0\SX30.WAV,mrms0,sx30,dr2
datasets\TIMIT\TRAIN\DR2\MRMS0\SX300.WAV,mrms0,sx300,dr2
datasets\TIMIT\TRAIN\DR2\MRMS0\SX390.WAV,mrms0,sx390,dr2
datasets\TIMIT\TRAIN\DR2\MSAT0\SA1.WAV,msat0,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MSAT0\SA2.WAV,msat0,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MSAT0\SI1526.WAV,msat0,si1526,dr2
datasets\TIMIT\TRAIN\DR2\MSAT0\SI2156.WAV,msat0,si2156,dr2
datasets\TIMIT\TRAIN\DR2\MSAT0\SI896.WAV,msat0,si896,dr2
datasets\TIMIT\TRAIN\DR2\MSAT0\SX176.WAV,msat0,sx176,dr2
datasets\TIMIT\TRAIN\DR2\MSAT0\SX266.WAV,msat0,sx266,dr2
datasets\TIMIT\TRAIN\DR2\MSAT0\SX356.WAV,msat0,sx356,dr2
datasets\TIMIT\TRAIN\DR2\MSAT0\SX446.WAV,msat0,sx446,dr2
datasets\TIMIT\TRAIN\DR2\MSAT0\SX86.WAV,msat0,sx86,dr2
datasets\TIMIT\TRAIN\DR2\MTAT1\SA1.WAV,mtat1,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MTAT1\SA2.WAV,mtat1,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MTAT1\SI1409.WAV,mtat1,si1409,dr2
datasets\TIMIT\TRAIN\DR2\MTAT1\SI1627.WAV,mtat1,si1627,dr2
datasets\TIMIT\TRAIN\DR2\MTAT1\SI779.WAV,mtat1,si779,dr2
datasets\TIMIT\TRAIN\DR2\MTAT1\SX149.WAV,mtat1,sx149,dr2
datasets\TIMIT\TRAIN\DR2\MTAT1\SX239.WAV,mtat1,sx239,dr2
datasets\TIMIT\TRAIN\DR2\MTAT1\SX329.WAV,mtat1,sx329,dr2
datasets\TIMIT\TRAIN\DR2\MTAT1\SX419.WAV,mtat1,sx419,dr2
datasets\TIMIT\TRAIN\DR2\MTAT1\SX59.WAV,mtat1,sx59,dr2
datasets\TIMIT\TRAIN\DR2\MTBC0\SA1.WAV,mtbc0,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MTBC0\SA2.WAV,mtbc0,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MTBC0\SI1173.WAV,mtbc0,si1173,dr2
datasets\TIMIT\TRAIN\DR2\MTBC0\SI1803.WAV,mtbc0,si1803,dr2
datasets\TIMIT\TRAIN\DR2\MTBC0\SI543.WAV,mtbc0,si543,dr2
datasets\TIMIT\TRAIN\DR2\MTBC0\SX183.WAV,mtbc0,sx183,dr2
datasets\TIMIT\TRAIN\DR2\MTBC0\SX273.WAV,mtbc0,sx273,dr2
datasets\TIMIT\TRAIN\DR2\MTBC0\SX347.WAV,mtbc0,sx347,dr2
datasets\TIMIT\TRAIN\DR2\MTBC0\SX363.WAV,mtbc0,sx363,dr2
datasets\TIMIT\TRAIN\DR2\MTBC0\SX93.WAV,mtbc0,sx93,dr2
datasets\TIMIT\TRAIN\DR2\MTDB0\SA1.WAV,mtdb0,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MTDB0\SA2.WAV,mtdb0,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MTDB0\SI1401.WAV,mtdb0,si1401,dr2
datasets\TIMIT\TRAIN\DR2\MTDB0\SI2031.WAV,mtdb0,si2031,dr2
datasets\TIMIT\TRAIN\DR2\MTDB0\SI771.WAV,mtdb0,si771,dr2
datasets\TIMIT\TRAIN\DR2\MTDB0\SX141.WAV,mtdb0,sx141,dr2
datasets\TIMIT\TRAIN\DR2\MTDB0\SX231.WAV,mtdb0,sx231,dr2
datasets\TIMIT\TRAIN\DR2\MTDB0\SX321.WAV,mtdb0,sx321,dr2
datasets\TIMIT\TRAIN\DR2\MTDB0\SX411.WAV,mtdb0,sx411,dr2
datasets\TIMIT\TRAIN\DR2\MTDB0\SX51.WAV,mtdb0,sx51,dr2
datasets\TIMIT\TRAIN\DR2\MTJG0\SA1.WAV,mtjg0,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MTJG0\SA2.WAV,mtjg0,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MTJG0\SI1520.WAV,mtjg0,si1520,dr2
datasets\TIMIT\TRAIN\DR2\MTJG0\SI2157.WAV,mtjg0,si2157,dr2
datasets\TIMIT\TRAIN\DR2\MTJG0\SI890.WAV,mtjg0,si890,dr2
datasets\TIMIT\TRAIN\DR2\MTJG0\SX170.WAV,mtjg0,sx170,dr2
datasets\TIMIT\TRAIN\DR2\MTJG0\SX260.WAV,mtjg0,sx260,dr2
datasets\TIMIT\TRAIN\DR2\MTJG0\SX350.WAV,mtjg0,sx350,dr2
datasets\TIMIT\TRAIN\DR2\MTJG0\SX440.WAV,mtjg0,sx440,dr2
datasets\TIMIT\TRAIN\DR2\MTJG0\SX80.WAV,mtjg0,sx80,dr2
datasets\TIMIT\TRAIN\DR2\MWSB0\SA1.WAV,mwsb0,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MWSB0\SA2.WAV,mwsb0,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MWSB0\SI1626.WAV,mwsb0,si1626,dr2
datasets\TIMIT\TRAIN\DR2\MWSB0\SI2256.WAV,mwsb0,si2256,dr2
datasets\TIMIT\TRAIN\DR2\MWSB0\SI996.WAV,mwsb0,si996,dr2
datasets\TIMIT\TRAIN\DR2\MWSB0\SX186.WAV,mwsb0,sx186,dr2
datasets\TIMIT\TRAIN\DR2\MWSB0\SX276.WAV,mwsb0,sx276,dr2
datasets\TIMIT\TRAIN\DR2\MWSB0\SX366.WAV,mwsb0,sx366,dr2
datasets\TIMIT\TRAIN\DR2\MWSB0\SX6.WAV,mwsb0,sx6,dr2
datasets\TIMIT\TRAIN\DR2\MWSB0\SX96.WAV,mwsb0,sx96,dr2
datasets\TIMIT\TRAIN\DR2\MZMB0\SA1.WAV,mzmb0,sa1,dr2
datasets\TIMIT\TRAIN\DR2\MZMB0\SA2.WAV,mzmb0,sa2,dr2
datasets\TIMIT\TRAIN\DR2\MZMB0\SI1166.WAV,mzmb0,si1166,dr2
datasets\TIMIT\TRAIN\DR2\MZMB0\SI1796.WAV,mzmb0,si1796,dr2
datasets\TIMIT\TRAIN\DR2\MZMB0\SI536.WAV,mzmb0,si536,dr2
datasets\TIMIT\TRAIN\DR2\MZMB0\SX176.WAV,mzmb0,sx176,dr2
datasets\TIMIT\TRAIN\DR2\MZMB0\SX266.WAV,mzmb0,sx266,dr2
datasets\TIMIT\TRAIN\DR2\MZMB0\SX356.WAV,mzmb0,sx356,dr2
datasets\TIMIT\TRAIN\DR2\MZMB0\SX446.WAV,mzmb0,sx446,dr2
datasets\TIMIT\TRAIN\DR2\MZMB0\SX86.WAV,mzmb0,sx86,dr2
datasets\TIMIT\TRAIN\DR3\FALK0\SA1.WAV,falk0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FALK0\SA2.WAV,falk0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FALK0\SI1086.WAV,falk0,si1086,dr3
datasets\TIMIT\TRAIN\DR3\FALK0\SI456.WAV,falk0,si456,dr3
datasets\TIMIT\TRAIN\DR3\FALK0\SI658.WAV,falk0,si658,dr3
datasets\TIMIT\TRAIN\DR3\FALK0\SX186.WAV,falk0,sx186,dr3
datasets\TIMIT\TRAIN\DR3\FALK0\SX276.WAV,falk0,sx276,dr3
datasets\TIMIT\TRAIN\DR3\FALK0\SX366.WAV,falk0,sx366,dr3
datasets\TIMIT\TRAIN\DR3\FALK0\SX6.WAV,falk0,sx6,dr3
datasets\TIMIT\TRAIN\DR3\FALK0\SX96.WAV,falk0,sx96,dr3
datasets\TIMIT\TRAIN\DR3\FCKE0\SA1.WAV,fcke0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FCKE0\SA2.WAV,fcke0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FCKE0\SI1111.WAV,fcke0,si1111,dr3
datasets\TIMIT\TRAIN\DR3\FCKE0\SI1741.WAV,fcke0,si1741,dr3
datasets\TIMIT\TRAIN\DR3\FCKE0\SI481.WAV,fcke0,si481,dr3
datasets\TIMIT\TRAIN\DR3\FCKE0\SX121.WAV,fcke0,sx121,dr3
datasets\TIMIT\TRAIN\DR3\FCKE0\SX211.WAV,fcke0,sx211,dr3
datasets\TIMIT\TRAIN\DR3\FCKE0\SX301.WAV,fcke0,sx301,dr3
datasets\TIMIT\TRAIN\DR3\FCKE0\SX31.WAV,fcke0,sx31,dr3
datasets\TIMIT\TRAIN\DR3\FCKE0\SX391.WAV,fcke0,sx391,dr3
datasets\TIMIT\TRAIN\DR3\FCMG0\SA1.WAV,fcmg0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FCMG0\SA2.WAV,fcmg0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FCMG0\SI1142.WAV,fcmg0,si1142,dr3
datasets\TIMIT\TRAIN\DR3\FCMG0\SI1242.WAV,fcmg0,si1242,dr3
datasets\TIMIT\TRAIN\DR3\FCMG0\SI1872.WAV,fcmg0,si1872,dr3
datasets\TIMIT\TRAIN\DR3\FCMG0\SX162.WAV,fcmg0,sx162,dr3
datasets\TIMIT\TRAIN\DR3\FCMG0\SX252.WAV,fcmg0,sx252,dr3
datasets\TIMIT\TRAIN\DR3\FCMG0\SX342.WAV,fcmg0,sx342,dr3
datasets\TIMIT\TRAIN\DR3\FCMG0\SX432.WAV,fcmg0,sx432,dr3
datasets\TIMIT\TRAIN\DR3\FCMG0\SX72.WAV,fcmg0,sx72,dr3
datasets\TIMIT\TRAIN\DR3\FDFB0\SA1.WAV,fdfb0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FDFB0\SA2.WAV,fdfb0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FDFB0\SI1318.WAV,fdfb0,si1318,dr3
datasets\TIMIT\TRAIN\DR3\FDFB0\SI1948.WAV,fdfb0,si1948,dr3
datasets\TIMIT\TRAIN\DR3\FDFB0\SI2010.WAV,fdfb0,si2010,dr3
datasets\TIMIT\TRAIN\DR3\FDFB0\SX148.WAV,fdfb0,sx148,dr3
datasets\TIMIT\TRAIN\DR3\FDFB0\SX238.WAV,fdfb0,sx238,dr3
datasets\TIMIT\TRAIN\DR3\FDFB0\SX328.WAV,fdfb0,sx328,dr3
datasets\TIMIT\TRAIN\DR3\FDFB0\SX418.WAV,fdfb0,sx418,dr3
datasets\TIMIT\TRAIN\DR3\FDFB0\SX58.WAV,fdfb0,sx58,dr3
datasets\TIMIT\TRAIN\DR3\FDJH0\SA1.WAV,fdjh0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FDJH0\SA2.WAV,fdjh0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FDJH0\SI1565.WAV,fdjh0,si1565,dr3
datasets\TIMIT\TRAIN\DR3\FDJH0\SI2195.WAV,fdjh0,si2195,dr3
datasets\TIMIT\TRAIN\DR3\FDJH0\SI935.WAV,fdjh0,si935,dr3
datasets\TIMIT\TRAIN\DR3\FDJH0\SX125.WAV,fdjh0,sx125,dr3
datasets\TIMIT\TRAIN\DR3\FDJH0\SX215.WAV,fdjh0,sx215,dr3
datasets\TIMIT\TRAIN\DR3\FDJH0\SX305.WAV,fdjh0,sx305,dr3
datasets\TIMIT\TRAIN\DR3\FDJH0\SX35.WAV,fdjh0,sx35,dr3
datasets\TIMIT\TRAIN\DR3\FDJH0\SX395.WAV,fdjh0,sx395,dr3
datasets\TIMIT\TRAIN\DR3\FEME0\SA1.WAV,feme0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FEME0\SA2.WAV,feme0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FEME0\SI1505.WAV,feme0,si1505,dr3
datasets\TIMIT\TRAIN\DR3\FEME0\SI2135.WAV,feme0,si2135,dr3
datasets\TIMIT\TRAIN\DR3\FEME0\SI875.WAV,feme0,si875,dr3
datasets\TIMIT\TRAIN\DR3\FEME0\SX155.WAV,feme0,sx155,dr3
datasets\TIMIT\TRAIN\DR3\FEME0\SX245.WAV,feme0,sx245,dr3
datasets\TIMIT\TRAIN\DR3\FEME0\SX335.WAV,feme0,sx335,dr3
datasets\TIMIT\TRAIN\DR3\FEME0\SX425.WAV,feme0,sx425,dr3
datasets\TIMIT\TRAIN\DR3\FEME0\SX65.WAV,feme0,sx65,dr3
datasets\TIMIT\TRAIN\DR3\FGCS0\SA1.WAV,fgcs0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FGCS0\SA2.WAV,fgcs0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FGCS0\SI1486.WAV,fgcs0,si1486,dr3
datasets\TIMIT\TRAIN\DR3\FGCS0\SI2116.WAV,fgcs0,si2116,dr3
datasets\TIMIT\TRAIN\DR3\FGCS0\SI856.WAV,fgcs0,si856,dr3
datasets\TIMIT\TRAIN\DR3\FGCS0\SX136.WAV,fgcs0,sx136,dr3
datasets\TIMIT\TRAIN\DR3\FGCS0\SX226.WAV,fgcs0,sx226,dr3
datasets\TIMIT\TRAIN\DR3\FGCS0\SX316.WAV,fgcs0,sx316,dr3
datasets\TIMIT\TRAIN\DR3\FGCS0\SX406.WAV,fgcs0,sx406,dr3
datasets\TIMIT\TRAIN\DR3\FGCS0\SX46.WAV,fgcs0,sx46,dr3
datasets\TIMIT\TRAIN\DR3\FGRW0\SA1.WAV,fgrw0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FGRW0\SA2.WAV,fgrw0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FGRW0\SI1152.WAV,fgrw0,si1152,dr3
datasets\TIMIT\TRAIN\DR3\FGRW0\SI1782.WAV,fgrw0,si1782,dr3
datasets\TIMIT\TRAIN\DR3\FGRW0\SI1990.WAV,fgrw0,si1990,dr3
datasets\TIMIT\TRAIN\DR3\FGRW0\SX162.WAV,fgrw0,sx162,dr3
datasets\TIMIT\TRAIN\DR3\FGRW0\SX252.WAV,fgrw0,sx252,dr3
datasets\TIMIT\TRAIN\DR3\FGRW0\SX342.WAV,fgrw0,sx342,dr3
datasets\TIMIT\TRAIN\DR3\FGRW0\SX432.WAV,fgrw0,sx432,dr3
datasets\TIMIT\TRAIN\DR3\FGRW0\SX72.WAV,fgrw0,sx72,dr3
datasets\TIMIT\TRAIN\DR3\FJLG0\SA1.WAV,fjlg0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FJLG0\SA2.WAV,fjlg0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FJLG0\SI1506.WAV,fjlg0,si1506,dr3
datasets\TIMIT\TRAIN\DR3\FJLG0\SI1889.WAV,fjlg0,si1889,dr3
datasets\TIMIT\TRAIN\DR3\FJLG0\SI2306.WAV,fjlg0,si2306,dr3
datasets\TIMIT\TRAIN\DR3\FJLG0\SX179.WAV,fjlg0,sx179,dr3
datasets\TIMIT\TRAIN\DR3\FJLG0\SX269.WAV,fjlg0,sx269,dr3
datasets\TIMIT\TRAIN\DR3\FJLG0\SX359.WAV,fjlg0,sx359,dr3
datasets\TIMIT\TRAIN\DR3\FJLG0\SX449.WAV,fjlg0,sx449,dr3
datasets\TIMIT\TRAIN\DR3\FJLG0\SX89.WAV,fjlg0,sx89,dr3
datasets\TIMIT\TRAIN\DR3\FJLR0\SA1.WAV,fjlr0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FJLR0\SA2.WAV,fjlr0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FJLR0\SI1231.WAV,fjlr0,si1231,dr3
datasets\TIMIT\TRAIN\DR3\FJLR0\SI1861.WAV,fjlr0,si1861,dr3
datasets\TIMIT\TRAIN\DR3\FJLR0\SI601.WAV,fjlr0,si601,dr3
datasets\TIMIT\TRAIN\DR3\FJLR0\SX151.WAV,fjlr0,sx151,dr3
datasets\TIMIT\TRAIN\DR3\FJLR0\SX241.WAV,fjlr0,sx241,dr3
datasets\TIMIT\TRAIN\DR3\FJLR0\SX331.WAV,fjlr0,sx331,dr3
datasets\TIMIT\TRAIN\DR3\FJLR0\SX421.WAV,fjlr0,sx421,dr3
datasets\TIMIT\TRAIN\DR3\FJLR0\SX61.WAV,fjlr0,sx61,dr3
datasets\TIMIT\TRAIN\DR3\FLJD0\SA1.WAV,fljd0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FLJD0\SA2.WAV,fljd0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FLJD0\SI1516.WAV,fljd0,si1516,dr3
datasets\TIMIT\TRAIN\DR3\FLJD0\SI2146.WAV,fljd0,si2146,dr3
datasets\TIMIT\TRAIN\DR3\FLJD0\SI886.WAV,fljd0,si886,dr3
datasets\TIMIT\TRAIN\DR3\FLJD0\SX166.WAV,fljd0,sx166,dr3
datasets\TIMIT\TRAIN\DR3\FLJD0\SX256.WAV,fljd0,sx256,dr3
datasets\TIMIT\TRAIN\DR3\FLJD0\SX346.WAV,fljd0,sx346,dr3
datasets\TIMIT\TRAIN\DR3\FLJD0\SX436.WAV,fljd0,sx436,dr3
datasets\TIMIT\TRAIN\DR3\FLJD0\SX76.WAV,fljd0,sx76,dr3
datasets\TIMIT\TRAIN\DR3\FMJF0\SA1.WAV,fmjf0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FMJF0\SA2.WAV,fmjf0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FMJF0\SI1254.WAV,fmjf0,si1254,dr3
datasets\TIMIT\TRAIN\DR3\FMJF0\SI1884.WAV,fmjf0,si1884,dr3
datasets\TIMIT\TRAIN\DR3\FMJF0\SI624.WAV,fmjf0,si624,dr3
datasets\TIMIT\TRAIN\DR3\FMJF0\SX174.WAV,fmjf0,sx174,dr3
datasets\TIMIT\TRAIN\DR3\FMJF0\SX264.WAV,fmjf0,sx264,dr3
datasets\TIMIT\TRAIN\DR3\FMJF0\SX354.WAV,fmjf0,sx354,dr3
datasets\TIMIT\TRAIN\DR3\FMJF0\SX444.WAV,fmjf0,sx444,dr3
datasets\TIMIT\TRAIN\DR3\FMJF0\SX84.WAV,fmjf0,sx84,dr3
datasets\TIMIT\TRAIN\DR3\FNTB0\SA1.WAV,fntb0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FNTB0\SA2.WAV,fntb0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FNTB0\SI1203.WAV,fntb0,si1203,dr3
datasets\TIMIT\TRAIN\DR3\FNTB0\SI573.WAV,fntb0,si573,dr3
datasets\TIMIT\TRAIN\DR3\FNTB0\SI679.WAV,fntb0,si679,dr3
datasets\TIMIT\TRAIN\DR3\FNTB0\SX123.WAV,fntb0,sx123,dr3
datasets\TIMIT\TRAIN\DR3\FNTB0\SX213.WAV,fntb0,sx213,dr3
datasets\TIMIT\TRAIN\DR3\FNTB0\SX303.WAV,fntb0,sx303,dr3
datasets\TIMIT\TRAIN\DR3\FNTB0\SX33.WAV,fntb0,sx33,dr3
datasets\TIMIT\TRAIN\DR3\FNTB0\SX393.WAV,fntb0,sx393,dr3
datasets\TIMIT\TRAIN\DR3\FPAZ0\SA1.WAV,fpaz0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FPAZ0\SA2.WAV,fpaz0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FPAZ0\SI1593.WAV,fpaz0,si1593,dr3
datasets\TIMIT\TRAIN\DR3\FPAZ0\SI2223.WAV,fpaz0,si2223,dr3
datasets\TIMIT\TRAIN\DR3\FPAZ0\SI963.WAV,fpaz0,si963,dr3
datasets\TIMIT\TRAIN\DR3\FPAZ0\SX153.WAV,fpaz0,sx153,dr3
datasets\TIMIT\TRAIN\DR3\FPAZ0\SX243.WAV,fpaz0,sx243,dr3
datasets\TIMIT\TRAIN\DR3\FPAZ0\SX27.WAV,fpaz0,sx27,dr3
datasets\TIMIT\TRAIN\DR3\FPAZ0\SX423.WAV,fpaz0,sx423,dr3
datasets\TIMIT\TRAIN\DR3\FPAZ0\SX63.WAV,fpaz0,sx63,dr3
datasets\TIMIT\TRAIN\DR3\FSJS0\SA1.WAV,fsjs0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FSJS0\SA2.WAV,fsjs0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FSJS0\SI1171.WAV,fsjs0,si1171,dr3
datasets\TIMIT\TRAIN\DR3\FSJS0\SI1801.WAV,fsjs0,si1801,dr3
datasets\TIMIT\TRAIN\DR3\FSJS0\SI541.WAV,fsjs0,si541,dr3
datasets\TIMIT\TRAIN\DR3\FSJS0\SX181.WAV,fsjs0,sx181,dr3
datasets\TIMIT\TRAIN\DR3\FSJS0\SX271.WAV,fsjs0,sx271,dr3
datasets\TIMIT\TRAIN\DR3\FSJS0\SX361.WAV,fsjs0,sx361,dr3
datasets\TIMIT\TRAIN\DR3\FSJS0\SX451.WAV,fsjs0,sx451,dr3
datasets\TIMIT\TRAIN\DR3\FSJS0\SX91.WAV,fsjs0,sx91,dr3
datasets\TIMIT\TRAIN\DR3\FSLS0\SA1.WAV,fsls0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\FSLS0\SA2.WAV,fsls0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\FSLS0\SI1056.WAV,fsls0,si1056,dr3
datasets\TIMIT\TRAIN\DR3\FSLS0\SI1686.WAV,fsls0,si1686,dr3
datasets\TIMIT\TRAIN\DR3\FSLS0\SI2316.WAV,fsls0,si2316,dr3
datasets\TIMIT\TRAIN\DR3\FSLS0\SX156.WAV,fsls0,sx156,dr3
datasets\TIMIT\TRAIN\DR3\FSLS0\SX202.WAV,fsls0,sx202,dr3
datasets\TIMIT\TRAIN\DR3\FSLS0\SX246.WAV,fsls0,sx246,dr3
datasets\TIMIT\TRAIN\DR3\FSLS0\SX426.WAV,fsls0,sx426,dr3
datasets\TIMIT\TRAIN\DR3\FSLS0\SX66.WAV,fsls0,sx66,dr3
datasets\TIMIT\TRAIN\DR3\MADC0\SA1.WAV,madc0,sa1,dr3
datasets\TIMIT\TRAIN\DR3\MADC0\SA2.WAV,madc0,sa2,dr3
datasets\TIMIT\TRAIN\DR3\MADC0\SI1367.WAV,madc0,si1367,dr3
datasets\TIMIT\TRAIN\DR3\MADC0\SI1997.WAV,madc0,si1997,dr3
datasets\TIMIT\TRAIN\DR3\MADC0\SI737.WAV,madc0,si737,dr3
